518,Mar 3 2021,HOU,114,BRK,132
519,Mar 3 2021,MIN,102,CHO,135
520,Mar 3 2021,NOP,124,CHI,128
521,Mar 3 2021,ORL,112,ATL,115
522,Mar 3 2021,DAL,87,OKC,78
523,Mar 3 2021,DAL,108,GSW,106
524,Mar 3 2021,SAC,123,LAL,120
525,Mar 4 2021,BOS,132,TOR,125
526,Mar 4 2021,WAS,119,LAC,117
527,Mar 4 2021,NYK,114,DET,104
528,Mar 4 2021,IND,103,DEN,113
529,Mar 4 2021,MEM,111,MIL,112
530,Mar 4 2021,NOP,93,MIA,103
531,Mar 4 2021,SAS,102,OKC,107
532,Mar 4 2021,PHO,120,GSW,98
533,Mar 4 2021,PHO,123,SAC,119
534,Mar 10 2021,MEM,127,WAS,112
535,Mar 10 2021,DAL,115,SAS,104
536,Mar 11 2021,CHO,105,DET,102
537,Mar 11 2021,BRK,121,BOS,109
538,Mar 11 2021,TOR,120,ATL,121
539,Mar 11 2021,CHI,105,PHI,127
540,Mar 11 2021,MIA,111,ORL,103
541,Mar 11 2021,MIL,134,NYK,101
542,Mar 11 2021,NOP,105,MIN,135
543,Mar 11 2021,OKC,116,DAL,108
544,Mar 11 2021,LAC,130,GSW,104
545,Mar 11 2021,LAC,121,PHO,127
546,Mar 11 2021,SAC,125,HOU,105
547,Mar 12 2021,MEM,102,DEN,103
548,Mar 12 2021,NOP,116,CLE,82
549,Mar 12 2021,WAS,101,PHI,127
550,Mar 12 2021,CHI,90,MIA,101
551,Mar 12 2021,SAS,104,ORL,77
552,Mar 12 2021,UTA,114,HOU,99
553,Mar 12 2021,LAL,105,IND,100
554,Mar 13 2021,OKC,97,NYK,119
555,Mar 13 2021,BRK,100,DET,95
556,Mar 13 2021,CHO,114,TOR,104
557,Mar 13 2021,WAS,119,MIL,125
558,Mar 13 2021,ATL,121,SAC,106
559,Mar 13 2021,MIN,121,SAC,125
560,Mar 13 2021,DEN,103,DAL,116
561,Mar 13 2021,PHO,111,IND,122
562,Mar 14 2021,OKC,128,MEM,122
563,Mar 14 2021,GSW,131,UTA,119
564,Mar 14 2021,PHI,134,SAS,99
565,Mar 14 2021,ORL,97,MIA,102
566,Mar 14 2021,ATL,100,CLE,82
567,Mar 14 2021,HOU,107,BOS,134
568,Mar 14 2021,MIN,114,BOS,112
569,Mar 14 2021,CHI,118,TOR,95
570,Mar 14 2021,NOP,135,LAC,115
571,Mar 15 2021,CHO,122,SAC,116
572,Mar 15 2021,WAS,122,MIL,133
573,Mar 15 2021,BRK,117,NYK,112
574,Mar 15 2021,DET,99,SAS,109
575,Mar 15 2021,DAL,99,LAC,109
576,Mar 15 2021,DEN,121,IND,106
577,Mar 15 2021,PHO,122,MEM,99
578,Mar 15 2021,GSW,97,LAL,128
579,Mar 16 2021,BOS,109,UTA,117
580,Mar 16 2021,CHI,123,OKC,102
581,Mar 16 2021,HOU,107,ATL,119
582,Mar 16 2021,MIA,113,CLE,98
583,Mar 16 2021,PHI,99,NYK,96
584,Mar 16 2021,PHI,125,NOP,124
585,Mar 16 2021,LAL,137,MIN,121
586,Mar 17 2021,DET,116,TOR,112
587,Mar 17 2021,IND,115,BRK,124
588,Mar 17 2021,PHI,105,MIL,109
589,Mar 17 2021,WAS,119,SAC,121
590,Mar 17 2021,CHI,99,SAS,106
591,Mar 17 2021,CLE,117,BOS,110
592,Mar 17 2021,HOU,94,GSW,108
593,Mar 17 2021,DEN,129,CHO,104
594,Mar 17 2021,MEM,89,MIA,85
595,Mar 17 2021,DAL,105,LAC,89
596,Mar 18 2021,WAS,131,UTA,122
597,Mar 18 2021,ATL,116,OKC,93
598,Mar 18 2021,NYK,94,ORL,93
599,Mar 18 2021,PHO,119,MIN,123
600,Mar 18 2021,PHO,101,NOP,93
601,Mar 18 2021,LAL,116,CHO,105
602,Mar 19 2021,BOS,96,SAC,107
603,Mar 19 2021,CLE,110,SAS,116
604,Mar 19 2021,HOU,100,DET,113
605,Mar 19 2021,MEM,103,GSW,116
606,Mar 19 2021,MIA,110,IND,137
607,Mar 19 2021,ORL,121,BRK,113
608,Mar 19 2021,TOR,112,UTA,115
609,Mar 19 2021,DEN,131,CHI,127
610,Mar 19 2021,PHO,113,MIN,101
611,Mar 19 2021,PHO,125,DAL,119
612,Mar 20 2021,LAL,94,ATL,99
